URL handle,Title,SKU,Option1 name,Option1 value,Tags
habitat-s-multicolor-floral-porcelain-mug,Habitat S Multicolor Floral Porcelain Mug,26654,Title,Default Title,"Coffee Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Coffee & Tea, Gifting, Mother's Day, Christmas, The Coffee Ritual, The Tea Ritual, Breakfast in Bed, 100% new bone china mug; generous 14.5 fl oz (430 mL) capacity, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
porcelain-letter-mug-m,"Porcelain Letter Mug, M",26655,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Organic Modern, Classic/Heritage, Minimalist, Birthday, Thank-You, Just Because, Everyday Use, Coffee & Tea, Gifting, Mother's Day, Graduation Season, Slow Mornings, The Coffee Ritual, The Tea Ritual, 100% new bone china porcelain; generous 14.5 fl oz (430 mL) capacity., cat:tabletop, cat:new-arrivals"
habitat-n-floral-porcelain-mug,Habitat N Floral Porcelain Mug,26656,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Mediterranean, Organic Modern, Birthday, Thank-You, Hostess Gift, Everyday Use, Coffee & Tea, Gifting, Christmas, Mother's Day, The Coffee Ritual, The Tea Ritual, Hostess Gifts, Multicolor floral N monogram; 100% new bone china, cat:tabletop, cat:new-arrivals, seg:someone-in-mind"
habitat-p-floral-porcelain-monogram-mug,Habitat P Floral Porcelain Monogram Mug,26657,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Coastal, Birthday, Thank-You, Hostess Gift, Coffee & Tea, Everyday Use, Gifting, Christmas, Mother's Day, The Coffee Ritual, The Tea Ritual, A Gift with a Story, 100% new bone china; personalized P monogram; 14.5 fl oz (430 mL) capacity, cat:tabletop, cat:new-arrivals, seg:someone-in-mind"
tesoro-jungla-new-bone-china-plates-7-9-in-20-cm-set-of-4,"Tesoro Jungla New Bone China Plates, 7.9 in (20 cm), Set of 4",26659,Title,Default Title,"Dessert Plate, Multicolor, Porcelain, New Bone China, TESORO JUNGLA, Organic Modern, Classic/Heritage, Mediterranean, Housewarming, Hostess Gift, Wedding, Entertaining, Serving, Gifting, Wedding Season, The Dinner Party, Weekend Gatherings, The Art of the Table, 100% new bone china; assorted animal-and-floral designs, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:season-opener, seg:the-full-table"
tesoro-jungla-new-bone-china-cup-and-saucer-set-set-of-4,"Tesoro Jungla New Bone China Cup and Saucer Set, Set of 4",26660,Title,Default Title,"Cup and Saucer Set, Multicolor, Porcelain, New Bone China, TESORO JUNGLA, Organic Modern, Mediterranean, Classic/Heritage, Housewarming, Hostess Gift, Thank-You, Coffee & Tea, Entertaining, Gifting, Christmas, Mother's Day, Wedding Season, The Coffee Ritual, The Tea Ritual, Hostess Gifts, Service for four in 100% new bone china; matching saucers included, cat:tabletop, cat:gifts, cat:new-arrivals"
gray-french-press-coffee-maker-20-3-fl-oz-600-ml,"Gray French Press Coffee Maker, 20.3 fl oz (600 mL)",26664,Title,Default Title,"French Press, Gray, Glass, Polypropylene, Stainless steel, BASICS, Organic Modern, Minimalist, Scandinavian, Housewarming, Hostess Gift, Self-Gift, Coffee & Tea, Everyday Use, Gifting, Christmas, Mother's Day, Father's Day, The Coffee Ritual, Slow Mornings, The Overnight Guest, Borosilicate glass; stainless steel plunger, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
black-wood-tone-glass-french-press-11-8-fl-oz,"Black Wood-Tone Glass French Press, 11.8 fl oz",26667,Title,Default Title,"French Press, Black, Glass, Polypropylene, Stainless steel, PRENSA, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Self-Gift, Coffee & Tea, Everyday Use, Gifting, Christmas, Mother's Day, Father's Day, The Coffee Ritual, Slow Mornings, Breakfast in Bed, Borosilicate glass carafe; reusable stainless steel mesh filter; compact single-serve capacity, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
black-wood-tone-french-press-coffee-maker-33-8-fl-oz,"Black & Wood-Tone French Press Coffee Maker, 33.8 fl oz",26668,Title,Default Title,"French Press, Black, Glass, Polypropylene, Stainless steel, PRENSA, Organic Modern, Scandinavian, Japandi, Housewarming, Hostess Gift, Self-Gift, Coffee & Tea, Entertaining, Gifting, Christmas, Mother's Day, Father's Day, The Coffee Ritual, Slow Mornings, The Host's Touch, Borosilicate glass carafe; reusable stainless steel plunger filter, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
white-french-press-coffee-maker-20-3-fl-oz,"White French Press Coffee Maker, 20.3 fl oz",26670,Title,Default Title,"French Press, White, Glass, Polypropylene, Stainless steel, PRENSA, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Coffee & Tea, Gifting, Mother's Day, Father's Day, Christmas, The Coffee Ritual, Slow Mornings, The Host's Touch, Borosilicate glass carafe; stainless steel press components; compact small-batch capacity, cat:tabletop, cat:new-arrivals"
marble-finish-salt-and-pepper-mill,Marble-Finish Salt and Pepper Mill,26673,Title,Default Title,"Salt & Pepper Mill, Natural Wood, Wood, Caucho, Plastic, Polypropylene, Aluminum, Stainless steel, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Serving, Gifting, Thanksgiving, Christmas, Wedding Season, Cooking Together, The Sunday Table, Hostess Gifts, Made for coarse salt and peppercorns; compact 1.1 oz (30 g) capacity, cat:tabletop, cat:new-arrivals"
natural-wood-salt-pepper-mill,Natural Wood Salt & Pepper Mill,26674,Title,Default Title,"Salt & Pepper Mill, Natural Wood, Wood, Caucho, Plastic, Polypropylene, Aluminum, Stainless steel, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Entertaining, Serving, Wedding Season, Thanksgiving, Christmas, Cooking Together, The Dinner Party, The Host's Touch, Natural rubberwood body; designed for dry peppercorns and coarse salt., cat:tabletop, cat:new-arrivals, seg:the-full-table"
white-stainless-steel-paring-knife,White Stainless Steel Paring Knife,26678,Title,Default Title,"Paring Knife, Silver, Plastic, Stainless steel, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, Cocktail Hour, The Host's Touch, 80% stainless steel and 20% plastic; dishwasher-safe, cat:kitchen, cat:new-arrivals"
white-stainless-steel-slicing-knife,White Stainless Steel Slicing Knife,26680,Title,Default Title,"Slicing Knife, Silver, Plastic, Stainless steel, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Entertaining, Cooking & Baking, Thanksgiving, Christmas, Wedding Season, Cooking Together, The Dinner Party, The Sunday Table, Dishwasher-safe; stainless steel blade with white plastic handle, cat:kitchen, cat:new-arrivals"
emek-plastic-cutting-board-set-set-of-2,"Emek Plastic Cutting Board Set, Set of 2",26684,Title,Default Title,"Cutting Board Set, Mustard, Plastic, BASICS, Organic Modern, Minimalist, Scandinavian, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, The Housewarming, The Host's Touch, Set of 2; 100% plastic; cutout handles; hand-wash care, cat:kitchen, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
adesia-gray-salad-vegetable-spinner,Adesia Gray Salad & Vegetable Spinner,26685,Title,Default Title,"Salad Spinner, Gray, Polypropylene, Poliestireno, Tpe, Plastic, Abs, Polioximetileno, SLATE, Minimalist, Scandinavian, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Wedding Season, Cooking Together, The Sunday Table, The Host's Touch, Dishwasher-safe; removable colander basket; 101.4 fl oz (3 L) capacity, cat:kitchen, cat:new-arrivals"
adesia-gray-handheld-spiral-grater,Adesia Gray Handheld Spiral Grater,26686,Title,Default Title,"Spiral Grater, Gray, Abs, Stainless steel, SLATE, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Just Because, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, Weekend Gatherings, Hostess Gifts, Dishwasher safe; compact handheld format; stainless steel cutting edge, cat:kitchen, cat:new-arrivals"
adesia-pull-cord-food-chopper-30-oz-gray,"Adesia Pull Cord Food Chopper, 30 oz Gray",26687,Title,Default Title,"Manual Food Chopper, Gray, Abs, Poliestireno, Polypropylene, Tpe, Stainless steel, SLATE, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Cooking & Baking, Everyday Use, Entertaining, Thanksgiving, Wedding Season, Christmas, Cooking Together, Weekend Gatherings, The Dinner Party, Dishwasher-safe bowl, blade, and beater; stainless steel cutting blade; no outlet required., cat:kitchen, cat:new-arrivals, seg:the-full-table"
adesia-gray-multi-function-vegetable-chopper,Adesia Gray Multi-Function Vegetable Chopper,26688,Title,Default Title,"Vegetable Chopper, Gray, Abs, Poliestireno, Polypropylene, Tpe, Stainless steel, SLATE, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Wedding Season, Cooking Together, The Sunday Table, Hostess Gifts, Dishwasher-safe; stainless steel blades., cat:kitchen, cat:new-arrivals"
adesia-gray-abs-garlic-chopper,Adesia Gray ABS Garlic Chopper,26689,Title,Default Title,"Manual Garlic Chopper, Gray, Abs, SLATE, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Thank-You, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, The Sunday Table, Hostess Gifts, Dishwasher-safe; compact 100% ABS construction, cat:kitchen, cat:new-arrivals"
oval-acacia-footed-serving-board-14-2-in,"Oval Acacia Footed Serving Board, 14.2 in",26702,Title,Default Title,"Serving Board, Natural, Wood, Acacia, ACACIA, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Wedding, Entertaining, Serving, Gifting, Thanksgiving, Christmas, Wedding Season, The Dinner Party, Cocktail Hour, Hostess Gifts, 100% acacia wood; raised footed profile; naturally varied grain, cat:tabletop, cat:new-arrivals, seg:the-first-kitchen, seg:the-full-table"
natural-bamboo-salt-pepper-shaker-set,Natural Bamboo Salt & Pepper Shaker Set,26703,Title,Default Title,"Salt & Pepper Shaker Set, Natural, Bamboo, Pvc, BAMBU, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Serving, Gifting, Thanksgiving, Christmas, The Sunday Table, Everyday Celebrations, Hostess Gifts, Bamboo and PVC construction; includes 1 salt shaker and 1 pepper shaker; hand wash only., cat:tabletop, cat:gifts, cat:new-arrivals"
bamboo-handle-drain-plunger-17-7-in,"Bamboo Handle Drain Plunger, 17.7 in",26706,Title,Default Title,"Drain Plunger, Natural Wood, Beige, Polypropylene, Pvc, Bamboo, ASEO BAMBU, Organic Modern, Minimalist, Japandi, Housewarming, Graduation, Self-Gift, Everyday Use, Gifting, The Overnight Guest, The Housewarming, Open-Door Hospitality, Durable PVC cup; bamboo handle for controlled pressure, cat:bath, cat:new-arrivals"
bamboo-ring-dish-brush-for-pots-pans,Bamboo Ring Dish Brush for Pots & Pans,26707,Title,Default Title,"Dish Brush, Natural, Beige, Bamboo, Polypropylene, ASEO BAMBU, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Just Because, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, Open-Door Hospitality, The Host's Touch, 72% bamboo with an ergonomic ring handle; polypropylene bristles for pots, pans, and plates., cat:bath, cat:new-arrivals"
bamboo-handle-broom-and-dustpan-set,Bamboo Handle Broom and Dustpan Set,26708,Title,Default Title,"Broom and Dustpan Set, Natural Wood, Beige, Polypropylene, Polietileno, Tereftalato, Pet, Caucho, Termoplástico, TPR, Bamboo, ASEO BAMBU, Organic Modern, Japandi, Minimalist, Housewarming, Thank-You, Self-Gift, Everyday Use, Gifting, Décor & Styling, Open-Door Hospitality, The Overnight Guest, Everyday Beauty, Adjustable bamboo handles; two-piece long-handled cleaning set., cat:bath, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
long-bamboo-handle-bottle-cleaning-brush-16-5-in-42-cm,"Long Bamboo Handle Bottle Cleaning Brush, 16.5 in (42 cm)",26709,Title,Default Title,"Bottle Brush, Natural Wood, White, Bamboo, Polypropylene, Iron, ASEO BAMBU, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Just Because, Everyday Use, Coffee & Tea, Gifting, Graduation Season, The Host's Touch, Open-Door Hospitality, Everyday Beauty, 16.5 in (42 cm) deep reach; bamboo handle with flexible iron core, cat:bath, cat:new-arrivals"
beige-ceramic-16-piece-dinnerware-set-service-for-4,"Beige Ceramic 16-Piece Dinnerware Set, Service for 4",26710,Title,Default Title,"Dinnerware Set, Beige, Ceramic, BASICS, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, The Dinner Party, 100% ceramic; microwave- and dishwasher-safe., cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:season-opener, seg:the-first-kitchen, seg:the-full-table"
palermo-white-porcelain-dinnerware-set-service-for-4,"Palermo White Porcelain Dinnerware Set, Service for 4",26711,Title,Default Title,"Dinnerware Set, White, Porcelain, BASICS, Minimalist, Scandinavian, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Coffee & Tea, Wedding Season, Thanksgiving, Christmas, The Sunday Table, The Dinner Party, Everyday Celebrations, 100% porcelain; microwave- and dishwasher-safe; complete 20-piece service for 4, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen, seg:the-full-table"
jungle-treasure-porcelain-dinner-plates-10-8-in-27-5-cm-set-of-4,"Jungle Treasure Porcelain Dinner Plates, 10.8 in (27.5 cm), Set of 4",26713,Title,Default Title,"Dinner Plate, Multicolor, Porcelain, New Bone China, TESORO JUNGLA, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Entertaining, Dinner Party, Serving, Wedding Season, Thanksgiving, Christmas, The Dinner Party, The Sunday Table, The Art of the Table, 100% new bone china plates; set of 4 assorted multicolor designs, cat:tabletop, cat:gifts, cat:new-arrivals, seg:the-full-table"
white-porcelain-sauce-dish-3-fl-oz,"White Porcelain Sauce Dish, 3 fl oz",26745,Title,Default Title,"Sauce Dish, White, Porcelain, Minimalist, Scandinavian, Classic/Heritage, Housewarming, Hostess Gift, Thank-You, Everyday Use, Serving, Entertaining, Thanksgiving, Christmas, The Host's Touch, The Art of the Table, Cocktail Hour, Porcelain; microwave-safe; dishwasher-safe., cat:tabletop, cat:new-arrivals"
matte-black-porcelain-bowl-4-3-in,"Matte Black Porcelain Bowl, 4.3 in",26746,Title,Default Title,"Bowl, Black, Porcelain, NEGRO MATE, Minimalist, Japandi, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Dinner Party, The Host's Touch, The Art of the Table, Microwave- and dishwasher-safe porcelain, cat:tabletop, cat:new-arrivals, seg:the-full-table"
white-moka-pot-with-wood-handle-9-cup,"White Moka Pot with Wood Handle, 9 Cup",26749,Title,Default Title,"Moka Pot, White, Aluminum, Wood, MOKA, Scandinavian, Japandi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Coffee & Tea, Everyday Use, Entertaining, Mother's Day, Father's Day, Christmas, The Coffee Ritual, Slow Mornings, The Overnight Guest, 15.2 fl oz (450 mL) capacity; aluminum body with wood handle, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
ivory-spiral-taper-candles-set-of-2,"Ivory Spiral Taper Candles, Set of 2",26750,Title,Default Title,"Taper Candle, Ivory, Paraffin, Cera, Soja, ESPIRAL, Minimalist, Classic/Heritage, Scandinavian, Housewarming, Hostess Gift, Just Because, Entertaining, Dinner Party, Décor & Styling, Christmas, Thanksgiving, Wedding Season, Candlelit Dinners, The Dinner Party, The Host's Touch, Unscented; 80% paraffin and 20% soy wax blend; sculpted spiral form, cat:home-fragrance, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
spiral-taper-candles-beige-set-of-2,"Spiral Taper Candles, Beige, Set of 2",26751,Title,Default Title,"Taper Candle, Beige, Paraffin, Cera, Soja, ESPIRAL, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Thank-You, Entertaining, Dinner Party, Décor & Styling, Thanksgiving, Christmas, Wedding Season, Candlelit Dinners, The Dinner Party, The Host's Touch, Unscented; 80% paraffin and 20% soy wax blend; sculptural spiral form, cat:home-fragrance, cat:gifts, cat:new-arrivals"
ivory-striped-pillar-candle-unscented-5-1-in-13-cm,"Ivory Striped Pillar Candle, Unscented, 5.1 in (13 cm)",26752,Title,Default Title,"Pillar Candle, Ivory, Paraffin, Cera, Soja, FRANJAS, Organic Modern, Minimalist, Classic/Heritage, Housewarming, Hostess Gift, Thank-You, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, Wedding Season, Candlelit Dinners, The Art of the Table, Hostess Gifts, Unscented; 50% paraffin and 50% soy wax blend; ribbed ivory form, cat:home-fragrance, cat:new-arrivals"
